gene_symbol	hgnc_id	uniprot_accession	ensembl_gene	ncbi_gene_id	n_db_votes	uniprot_flag	go_flag	surfy_flag	cspa_flag	hpa_flag	deeptmhmm_flag	compartments_flag	sonnet_verdict	sonnet_confidence	sonnet_reason	pubmed_verdict	pubmed_confidence	source	src_uniprot	src_go	src_hpa	src_surfy	src_cspa	src_sonnet	up_length	up_tm_count	up_signal_count	up_topo_extracellular_count	up_lipidation_count	up_glyc_count	up_keywords	up_has_signal	up_has_tm	up_has_glyc	up_has_lipidation	up_has_extracellular_topo	up_multi_pass	topo_gpi_anchored	topo_intramembrane	topo_gpcr_7tm	topo_multi_pass_tm	topo_single_pass_tm	topo_signal_only_secreted	topo_inner_leaflet_lipidated	topo_palmitoylated_only	topo_no_tm_no_signal	deeptmhmm_label	deeptm_TM_NO_SP	deeptm_SP_plus_TM	deeptm_SP_only	deeptm_BETA	deeptm_GLOB	gene_group	fam_gpcr	fam_olfactory_receptor	fam_slc_transporter	fam_abc_transporter	fam_cd_molecule	fam_ig_domain	fam_rtk	fam_tetraspanin	fam_cadherin	fam_integrin	fam_voltage_gated_channel	fam_ligand_gated_channel	fam_connexin	fam_claudin	fam_mhc_hla	fam_tnfrsf	fam_chemokine_ligand	fam_chemokine_receptor	fam_ras_gtpase	fam_rho_gtpase	fam_arf_gtpase	fam_src_kinase	fam_g_protein_subunit	schweke_homomer	is_bench
ABHD6	HGNC:21398	Q9BV23	ENSG00000163686	57406.0	2	1	1	0	0	0	0	0	contextual	low	lysosomal_exocytosis			m1_and_sonnet	1	1	0	0	0	1	337.0	1.0	0.0	1.0	0.0	0.0	3D-structure|Endosome|Hydrolase|Lipid metabolism|Lysosome|Membrane|Mitochondrion|Proteomics identification|Reference proteome|Signal-anchor|Transmembrane|Transmembrane helix	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0							Abhydrolase domain containing|2-arachidonoylglycerol hydrolases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ABI3BP	HGNC:17265	Q7Z7G0	ENSG00000154175	25890.0	1	0	0	0	1	0	0	0	contextual	medium	stable_surface_attachment			m1_and_sonnet	0	0	0	0	1	1																													Fibronectin type III domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ABRA	HGNC:30655	Q8N0Z2	ENSG00000174429	137735.0	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																																																					0.0	0
ACE	HGNC:2707	P12821	ENSG00000159640	1636.0	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	1	1	1306.0	1.0	1.0	1.0	0.0	20.0	3D-structure|Alternative promoter usage|Alternative splicing|Calmodulin-binding|Carboxypeptidase|Cell membrane|Cytoplasm|Direct protein sequencing|Disulfide bond|Glycoprotein|Hydrolase|Membrane|Metal-binding|Metalloprotease|Phosphoprotein|Protease|Proteomics identification|Reference proteome|Repeat|Secreted|Signal|Transmembrane|Transmembrane helix|Zinc	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	CD molecules	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACE2	HGNC:13557	Q9BYF1	ENSG00000130234	59272.0	3	1	1	1	0	0	1	1	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	0	1	805.0	1.0	1.0	1.0	0.0	7.0	3D-structure|Alternative splicing|Carboxypeptidase|Cell membrane|Cell projection|Chloride|Cytoplasm|Direct protein sequencing|Disulfide bond|Glycoprotein|Host cell receptor for virus entry|Host-virus interaction|Hydrolase|Isopeptide bond|Membrane|Metal-binding|Metalloprotease|Phosphoprotein|Protease|Proteomics identification|Receptor|Reference proteome|Secreted|Signal|Transmembrane|Transmembrane helix|Ubl conjugation|Zinc	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0																									1.0	0
ACHE	HGNC:108	P22303	ENSG00000087085	43.0	2	0	0	1	1	0	0	0	yes	high	gpi_anchored			m1_and_sonnet	0	0	0	1	1	1	614.0	0.0	1.0	0.0	1.0	3.0	3D-structure|Alternative splicing|Blood group antigen|Cell membrane|Direct protein sequencing|Disulfide bond|Glycoprotein|GPI-anchor|Hydrolase|Lipoprotein|Membrane|Neurotransmitter degradation|Nucleus|Proteomics identification|Reference proteome|Secreted|Serine esterase|Signal|Synapse	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SP	0.0	0.0	1.0	0.0	0.0	Blood group antigens|Cholinesterase family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ACKR1	HGNC:4035	Q16570	ENSG00000213088	2532.0	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	0	1	336.0	7.0	0.0	4.0	0.0	2.0	3D-structure|Alternative splicing|Blood group antigen|Direct protein sequencing|Disulfide bond|Endosome|G-protein coupled receptor|Glycoprotein|Membrane|Proteomics identification|Receptor|Reference proteome|Sulfation|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Blood group antigens|CD molecules|Atypical chemokine receptors	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACKR2	HGNC:1565	O00590	ENSG00000144648	1238.0	3	1	1	1	0	0	1	1	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	384.0	7.0	0.0	4.0	0.0	1.0	3D-structure|Cell membrane|Disulfide bond|Endosome|G-protein coupled receptor|Glycoprotein|Inflammatory response|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Atypical chemokine receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACKR3	HGNC:23692	P25106	ENSG00000144476	57007.0	5	1	1	1	1	1	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	1	1	1	1	362.0	7.0	0.0	4.0	0.0	3.0	3D-structure|Cell adhesion|Cell membrane|Developmental protein|Disease variant|Disulfide bond|Endosome|G-protein coupled receptor|Glycoprotein|Host-virus interaction|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix|Ubl conjugation	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Atypical chemokine receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACKR4	HGNC:1611	Q9NPB9	ENSG00000129048	51554.0	3	1	1	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	1	0	1	0	1	350.0	7.0	0.0	4.0	0.0	2.0	Cell membrane|Disulfide bond|Endosome|G-protein coupled receptor|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Transducer|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	Atypical chemokine receptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACKR5	HGNC:13708	O15218	ENSG00000166856	11318.0	2	1	0	1	0	0	1	0	yes	high	multipass_with_exposed_loops			m1_and_sonnet	1	0	0	1	0	1	404.0	7.0	0.0	4.0	0.0	2.0	Cell membrane|Disulfide bond|Endosome|Glycoprotein|Membrane|Proteomics identification|Reference proteome|Transmembrane|Transmembrane helix	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TM	1.0	0.0	0.0	0.0	0.0	G protein-coupled receptors, Class A orphans|Atypical chemokine receptors	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ACP2	HGNC:123	P11117	ENSG00000134575	53.0	2	0	0	1	1	0	1	0	contextual	medium	lysosomal_exocytosis			m1_and_sonnet	0	0	0	1	1	1																							SP+TM	0.0	1.0	0.0	0.0	0.0	Acid phosphatases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ACP3	HGNC:125	P15309	ENSG00000014257	55.0	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1	386.0	0.0	1.0	0.0	0.0	3.0	3D-structure|Alternative splicing|Amyloid|Cell membrane|Cytoplasm|Direct protein sequencing|Disulfide bond|Glycoprotein|Hydrolase|Lipid metabolism|Lysosome|Membrane|Nucleus|Proteomics identification|Reference proteome|Secreted|Signal	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0							Acid phosphatases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ACP4	HGNC:14376	Q9BZG2	ENSG00000142513	93650.0	3	1	0	1	0	1	1	0	contextual	medium	tissue_restricted_surface			m1_and_sonnet	1	0	1	1	0	1	426.0	1.0	1.0	1.0	0.0	4.0	Alternative splicing|Amelogenesis imperfecta|Disease variant|Disulfide bond|Glycoprotein|Hydrolase|Membrane|Proteomics identification|Reference proteome|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Acid phosphatases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ACR	HGNC:126	P10323	ENSG00000100312	49.0	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																																																					0.0	0
ACRBP	HGNC:17195	Q8NEB7	ENSG00000111644	84519.0	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																													Armadillo like helical domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ACRV1	HGNC:127	P26436	ENSG00000134940	56.0	0	0	0	0	0	0	0	0	contextual	medium	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																																																					0.0	0
ACTRT1	HGNC:24027	Q8TDG2	ENSG00000123165	139741.0	0	0	0	0	0	0	0	0	contextual	low	tissue_restricted_surface			sonnet_only	0	0	0	0	0	1																													Actin related proteins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACVR1	HGNC:171	Q04771	ENSG00000115170	90.0	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	1	1	509.0	1.0	1.0	1.0	0.0	1.0	3D-structure|ATP-binding|Disease variant|Glycoprotein|Kinase|Magnesium|Manganese|Membrane|Metal-binding|Nucleotide-binding|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Serine/threonine-protein kinase|Signal|Transferase|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Type 1 receptor serine/threonine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACVR1B	HGNC:172	P36896	ENSG00000135503	91.0	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	0	1	505.0	1.0	1.0	1.0	0.0	1.0	3D-structure|Alternative splicing|ATP-binding|Cell membrane|Glycoprotein|Kinase|Magnesium|Manganese|Membrane|Metal-binding|Nucleotide-binding|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Serine/threonine-protein kinase|Signal|Transferase|Transmembrane|Transmembrane helix|Ubl conjugation	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Type 1 receptor serine/threonine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACVR1C	HGNC:18123	Q8NER5	ENSG00000123612	130399.0	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	0	1	493.0	1.0	1.0	1.0	0.0	0.0	Alternative splicing|Apoptosis|ATP-binding|Kinase|Magnesium|Manganese|Membrane|Metal-binding|Nucleotide-binding|Proteomics identification|Receptor|Reference proteome|Serine/threonine-protein kinase|Signal|Transferase|Transmembrane|Transmembrane helix	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Type 1 receptor serine/threonine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACVR2A	HGNC:173	P27037	ENSG00000121989	92.0	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	1	1	513.0	1.0	1.0	1.0	0.0	2.0	3D-structure|Alternative splicing|ATP-binding|Cell membrane|Disulfide bond|Glycoprotein|Kinase|Magnesium|Manganese|Membrane|Metal-binding|Nucleotide-binding|Proteomics identification|Receptor|Reference proteome|Serine/threonine-protein kinase|Signal|Transferase|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Type 2 receptor serine/threonine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACVR2B	HGNC:174	Q13705	ENSG00000114739	93.0	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	1	1	512.0	1.0	1.0	1.0	0.0	2.0	3D-structure|Alternative splicing|ATP-binding|Cell membrane|Disease variant|Disulfide bond|Glycoprotein|Heterotaxy|Kinase|Magnesium|Manganese|Membrane|Metal-binding|Nucleotide-binding|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Serine/threonine-protein kinase|Signal|Transferase|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Type 2 receptor serine/threonine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ACVRL1	HGNC:175	P37023	ENSG00000139567	94.0	3	1	1	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	0	1	503.0	1.0	1.0	1.0	0.0	1.0	3D-structure|Angiogenesis|ATP-binding|Cell membrane|Disease variant|Disulfide bond|Glycoprotein|Kinase|Magnesium|Manganese|Membrane|Metal-binding|Nucleotide-binding|Phosphoprotein|Proteomics identification|Receptor|Reference proteome|Serine/threonine-protein kinase|Signal|Transferase|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	Type 1 receptor serine/threonine kinases	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADA	HGNC:186	P00813	ENSG00000196839	100.0	2	0	1	0	0	1	0	0	contextual	medium	stable_surface_attachment			m1_and_sonnet	0	1	1	0	0	1	363.0	0.0	0.0	0.0	0.0	0.0	3D-structure|Acetylation|Cell adhesion|Cell junction|Cell membrane|Cytoplasm|Cytoplasmic vesicle|Direct protein sequencing|Disease variant|Hereditary hemolytic anemia|Hydrolase|Lysosome|Membrane|Metal-binding|Nucleotide metabolism|Proteomics identification|Reference proteome|SCID|Zinc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0							Adenosine deaminase family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADA2	HGNC:1839	Q9NZK5	ENSG00000093072	51816.0	0	0	0	0	0	0	0	0	contextual	medium	stable_surface_attachment			sonnet_only	0	0	0	0	0	1																													Adenosine deaminase family	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0
ADAM10	HGNC:188	O14672	ENSG00000137845	102.0	5	1	1	1	1	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	1	1	1	1	748.0	1.0	1.0	1.0	0.0	4.0	3D-structure|Alternative splicing|Alzheimer disease|Amyloidosis|Cell junction|Cell membrane|Cell projection|Cleavage on pair of basic residues|Cytoplasm|Cytoplasmic vesicle|Direct protein sequencing|Disease variant|Disulfide bond|Glycoprotein|Golgi apparatus|Hydrolase|Membrane|Metal-binding|Metalloprotease|Neurodegeneration|Notch signaling pathway|Phosphoprotein|Protease|Proteomics identification|Reference proteome|SH3-binding|Signal|Transmembrane|Transmembrane helix|Zinc|Zymogen	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing|CD molecules	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM11	HGNC:189	O75078	ENSG00000073670	4185.0	2	1	0	1	0	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	1	0	1	769.0	1.0	1.0	1.0	0.0	4.0	Alternative splicing|Cell membrane|Cell projection|Cleavage on pair of basic residues|Disulfide bond|EGF-like domain|Glycoprotein|Membrane|Proteomics identification|Reference proteome|Signal|Synapse|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM12	HGNC:190	O43184	ENSG00000148848	8038.0	4	1	0	1	1	1	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	1	1	1	1	909.0	1.0	1.0	1.0	0.0	5.0	Alternative splicing|Cell adhesion|Cell membrane|Cleavage on pair of basic residues|Disulfide bond|EGF-like domain|Glycoprotein|Hydrolase|Membrane|Metal-binding|Metalloprotease|Phosphoprotein|Protease|Proteomics identification|Reference proteome|Secreted|SH3-binding|Signal|Transmembrane|Transmembrane helix|Zinc|Zymogen	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM15	HGNC:193	Q13444	ENSG00000143537	8751.0	4	1	1	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	1	1	863.0	1.0	1.0	1.0	0.0	5.0	Alternative splicing|Angiogenesis|Cell adhesion|Cell junction|Cell projection|Cilium|Cleavage on pair of basic residues|Collagen degradation|Cytoplasmic vesicle|Disulfide bond|EGF-like domain|Flagellum|Glycoprotein|Hydrolase|Membrane|Metal-binding|Metalloprotease|Phosphoprotein|Protease|Proteomics identification|Reference proteome|SH3-binding|Signal|Transmembrane|Transmembrane helix|Zinc|Zymogen	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM17	HGNC:195	P78536	ENSG00000151694	6868.0	4	1	1	1	1	0	1	1	yes	high	classical_surface_receptor			m1_and_sonnet	1	1	0	1	1	1	824.0	1.0	1.0	1.0	0.0	9.0	3D-structure|Alternative splicing|Cell membrane|Cleavage on pair of basic residues|Direct protein sequencing|Disulfide bond|Glycoprotein|Hydrolase|Membrane|Metal-binding|Metalloprotease|Notch signaling pathway|Phosphoprotein|Protease|Proteomics identification|Reference proteome|SH3-binding|Signal|Transmembrane|Transmembrane helix|Zinc|Zymogen	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing|CD molecules	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM18	HGNC:196	Q9Y3Q7	ENSG00000168619	8749.0	2	1	0	1	0	0	1	0	contextual	high	tissue_restricted_surface			m1_and_sonnet	1	0	0	1	0	1	739.0	1.0	1.0	1.0	0.0	12.0	Alternative splicing|Developmental protein|Differentiation|Disulfide bond|EGF-like domain|Glycoprotein|Membrane|Proteomics identification|Reference proteome|Signal|Spermatogenesis|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM19	HGNC:197	Q9H013	ENSG00000135074	8728.0	3	1	0	1	1	0	1	0	yes	high	classical_surface_receptor			m1_and_sonnet	1	0	0	1	1	1	955.0	1.0	1.0	1.0	0.0	4.0	Alternative splicing|Disulfide bond|EGF-like domain|Glycoprotein|Hydrolase|Membrane|Metal-binding|Metalloprotease|Protease|Proteomics identification|Reference proteome|SH3-binding|Signal|Transmembrane|Transmembrane helix|Zinc|Zymogen	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM2	HGNC:198	Q99965	ENSG00000104755	2515.0	2	1	0	1	0	0	1	0	contextual	high	tissue_restricted_surface			m1_and_sonnet	1	0	0	1	0	1	735.0	1.0	1.0	1.0	0.0	5.0	Alternative splicing|Cell adhesion|Disulfide bond|EGF-like domain|Glycoprotein|Membrane|Phosphoprotein|Proteomics identification|Reference proteome|Signal|Transmembrane|Transmembrane helix	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
ADAM20	HGNC:199	O43506	ENSG00000134007	8748.0	3	1	1	1	0	0	1	0	contextual	high	tissue_restricted_surface			m1_and_sonnet	1	1	0	1	0	1	726.0	1.0	1.0	1.0	0.0	6.0	Disulfide bond|EGF-like domain|Glycoprotein|Hydrolase|Membrane|Metal-binding|Metalloprotease|Protease|Reference proteome|Signal|Transmembrane|Transmembrane helix|Zinc|Zymogen	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	SP+TM	0.0	1.0	0.0	0.0	0.0	ADAM metallopeptidase domain containing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
