gene_symbol	group	tm_helix_count	protein_length	ecd_length_residues	has_signal_peptide	n_term_extracellular	c_term_extracellular	mouse_has_one2one	cyno_has_one2one	schweke_homomer	alt_iso_diff_topo	has_ec_surface_bind_site	has_concerning_paralog	cyno_ortholog_pct_id	mouse_ortholog_pct_id	homomer_stoichiometry	top_paralog_symbol	top_paralog_ecd_pct	n_ec_surface_bind_sites
CD40LG	canonical	1	261.0	217	0	0	1	1	1	0	0	1	0	98.1	77.4		TNFSF14	24.9	2.0
CD44	canonical	1	742.0	629	1	1	0	1	1	0	1	1	0	95.1	70.2		LYVE1	13.0	1.0
CD46	canonical	1	392.0	311	1	1	0	0	1	0	0	1	0	83.0			CSMD1	4.4	3.0
CD47	canonical	5	323.0	139	1	1	0	1	1	1	0	0	0	91.6	72.1	2.0			
CD48	canonical	1	243.0	196	1	1	0	0	1	0	1	1	0	81.5			LY9	14.7	2.0
CD5	canonical	1	495.0	358	1	1	0	1	0	0	0	1	0		64.0		DMBT1	5.6	1.0
CD52	canonical	0	61.0	37	1	1	1	0	1	0	0	0	0	86.9					
CD53	canonical	4	219.0	97	0	0	0	1	1	0	0	0	0	81.3	83.1		TSPAN9	30.7	
CD55	canonical	0	381.0	347	1	1	1	0	1	0	0	1	0	79.3			CSMD3	4.5	1.0
CD58	canonical	1	250.0	187	1	1	0	0	1	0	0	1	0	82.4					1.0
CD59	canonical	0	128.0	103	1	1	1	0	0	0	0	1	0				LYPD2	31.1	1.0
CD6	canonical	1	668.0	385	1	1	0	1	1	0	0	1	0	85.6	69.9		DMBT1	7.5	1.0
CD69	canonical	1	199.0	138	0	0	1	1	1	1	0	1	0	67.8	57.8	2.0	CLEC2A	38.4	1.0
CD7	canonical	1	240.0	155	1	1	0	0	1	0	0	1	0	86.7					1.0
CD70	canonical	1	193.0	155	0	0	1	1	1	0	0	1	0	89.1	57.0				2.0
CD72	canonical	1	359.0	243	0	0	1	1	1	1	0	0	0	87.2	53.2	2.0			
CD74	canonical	1	296.0	224	0	0	1	1	1	1	0	1	0	94.3	72.6	3.0			1.0
CD79A	canonical	1	226.0	111	1	1	0	1	1	0	0	1	0	82.3	69.5		CD79B	26.0	1.0
CD79B	canonical	1	229.0	131	1	1	0	1	1	0	0	1	0	56.8	67.7		CD79A	27.5	1.0
CD80	canonical	1	288.0	212	1	1	0	0	1	0	1	1	0	95.8			RNF152	14.2	2.0
CD81	canonical	4	236.0	111	0	0	0	1	1	0	0	0	0	76.7	91.9		TSPAN18	22.8	
CD82	canonical	4	267.0	137	0	0	0	1	1	0	0	1	0	95.1	76.4		TSPAN13	21.2	1.0
CD83	canonical	1	205.0	125	1	1	0	1	1	0	0	0	0	97.1	66.3				
CD84	canonical	1	345.0	204	1	1	0	1	1	1	1	1	0	93.3	58.5	2.0	LY9	19.6	1.0
CD86	canonical	1	329.0	222	1	1	0	0	1	1	1	1	0	94.2		2.0	RNF152	18.5	2.0
CD8A	canonical	1	235.0	161	1	1	0	0	1	1	1	1	0	75.7		2.0			1.0
CD8B	canonical	1	210.0	152	1	1	0	0	0	1	1	1	1			2.0	CD8B2	98.7	1.0
CD9	canonical	4	228.0	104	0	0	0	1	1	0	0	1	0	98.7	89.0		TSPAN2	26.0	1.0
CD93	canonical	1	652.0	558	1	1	0	1	1	0	0	1	0	94.8	67.6		DLK2	20.1	3.0
CD96	canonical	1	585.0	499	1	1	0	1	1	1	0	1	0	91.7	61.2	2.0			4.0
CD99	canonical	1	185.0	105	1	1	0	0	1	0	0	0	0	83.2			CD99L2	29.4	
CD99L2	canonical	1	262.0	160	1	1	0	1	1	0	1	0	0	95.0	65.3		CD99	29.4	
CDC50A	canonical	2	361.0	254	0	0	0	1	1	0	1	1	1	98.9	88.9		CDC50B	54.6	1.0
CDCP1	canonical	1	836.0	638	1	1	0	1	1	0	1	1	0	95.8	81.0				2.0
CDH1	canonical	1	882.0	687	1	1	0	1	1	0	0	1	1	95.5	81.2		CDH3	49.1	5.0
CDH11	canonical	1	796.0	597	1	1	0	1	1	0	0	1	1	99.4	97.4		CDH8	64.8	4.0
CDH13	canonical	0	713.0	691	1	1	1	1	1	0	0	1	1	98.0	93.7		CDH2	43.3	7.0
CDH18	canonical	1	790.0	591	1	1	0	1	1	0	1	1	1	98.7	96.1		CDH7	63.5	4.0
CDH2	canonical	1	906.0	698	1	1	0	1	1	0	0	1	1	99.2	96.8		CDH4	62.3	5.0
CDH20	canonical	1	801.0	587	1	1	0	1	1	0	0	1	1	98.3	96.1		CDH7	66.3	3.0
CDH22	canonical	1	828.0	588	1	1	0	1	1	0	0	1	1	85.1	92.8		CDH7	57.8	4.0
CDH24	canonical	1	819.0	614	1	1	0	1	1	0	0	1	1	87.2	93.3		CDH11	54.9	5.0
CDH26	canonical	1	832.0	587	1	1	0	1	1	0	1	1	0	89.4	60.5		DCHS1	8.0	3.0
CDH3	canonical	1	829.0	632	1	1	0	1	1	0	0	1	1	95.7	82.1		CDH1	49.1	5.0
CDH4	canonical	1	916.0	714	1	1	0	1	1	0	0	1	1	98.7	92.5		CDH2	62.6	4.0
CDH6	canonical	1	790.0	592	1	1	0	1	1	0	0	1	1	99.5	97.1		CDH10	71.5	4.0
CDON	canonical	1	1287.0	939	1	1	0	1	1	0	0	1	1	95.3	81.6		BOC	42.0	2.0
CEACAM1	canonical	1	526.0	394	1	1	0	0	0	1	1	1	1			2.0	CEACAM3	25.6	3.0
CEACAM21	canonical	1	293.0	204	1	1	0	0	0	0	1	1	0				CEACAM1	26.9	1.0
CEACAM4	canonical	1	244.0	121	1	1	0	0	0	0	0	1	1				CEACAM3	54.5	2.0
CEACAM5	canonical	1	702.0	656	1	1	0	0	0	0	0	1	1				CEACAM6	38.9	4.0
CEACAM6	canonical	1	344.0	298	1	1	0	0	0	1	0	1	1			2.0	CEACAM3	40.3	4.0
CELSR1	canonical	7	3014.0	2486	1	1	0	1	1	0	1	1	1	94.7	81.3		CELSR2	59.5	8.0
CELSR2	canonical	7	2923.0	2381	1	1	0	1	0	0	0	1	1		95.6		CELSR1	59.4	10.0
CELSR3	canonical	7	3312.0	2545	1	1	0	1	1	0	0	1	1	96.6	92.3		CELSR2	54.5	7.0
CEMIP2	canonical	1	1383.0	1280	0	0	1	1	1	0	0	0	1	98.8	86.8		CEMIP	44.1	
CFC1	canonical	0	223.0	198	1	1	1	0	0	1	0	1	1			2.0	CFC1B	99.5	1.0
CFTR	canonical	12	1480.0	102	0	0	0	1	1	0	1	0	0	98.4	78.5		ABCC5	16.7	
CHRFAM7A	canonical	4	412.0	167	0	1	1	0	0	1	0	0	1			5.0	CHRNA7	63.0	
CHRM1	canonical	7	460.0	77	0	1	0	1	0	0	0	0	1		98.9		CHRM3	38.3	
CHRM2	canonical	7	466.0	74	0	1	0	1	1	0	0	0	1	99.4	96.4		CHRM4	55.4	
CHRM3	canonical	7	590.0	120	0	1	0	1	1	0	0	0	1	98.3	91.5		CHRM5	43.3	
CHRM4	canonical	7	479.0	83	0	1	0	1	1	0	0	0	1	99.0	96.0		CHRM2	55.4	
CHRM5	canonical	7	532.0	82	0	1	0	1	1	0	0	0	1	96.1	88.7		CHRM3	43.3	
CHRNA10	canonical	4	450.0	228	1	1	1	1	0	1	0	1	1		91.3	5.0	CHRNA9	65.7	1.0
CHRNA2	canonical	4	529.0	259	1	1	1	1	1	1	0	0	1	97.2	81.9	5.0	CHRNA4	73.7	
CHRNA3	canonical	4	505.0	231	1	1	1	1	1	1	1	1	1	97.2	90.3	5.0	CHRNA6	71.0	1.0
CHRNA4	canonical	4	627.0	233	1	1	1	1	1	1	0	1	1	88.8	84.1	5.0	CHRNA2	70.7	1.0
CHRNA5	canonical	4	468.0	256	1	1	1	1	1	1	0	0	1	94.9	89.1	5.0	CHRNB3	67.6	
CHRNA7	canonical	4	502.0	235	1	1	1	1	0	1	1	1	1		93.2	5.0	CHRFAM7A	62.6	2.0
CHRNA9	canonical	4	479.0	233	1	1	1	1	0	1	0	1	1		91.0	5.0	CHRNA10	66.1	1.0
CHRNB2	canonical	4	502.0	242	1	1	1	1	1	1	0	0	1	98.4	86.5	5.0	CHRNB4	65.8	
CHRNB4	canonical	4	498.0	243	1	1	1	1	1	1	1	0	1	94.6	82.7	5.0	CHRNB2	67.1	
CHST15	canonical	1	561.0	463	0	0	1	1	1	0	0	0	0	98.6	92.5				
CLCA4	canonical	0	919.0	898	1	1	1	0	1	0	0	1	1	83.8			CLCA1	61.7	3.0
CLCN2	canonical	10	898.0	89	0	0	0	1	1	1	1	0	1	98.9	94.3	2.0	CLCNKA	42.4	
CLCNKA	canonical	10	687.0	99	0	0	0	0	1	1	1	0	1	95.5		2.0	CLCNKB	97.0	
CLDN1	canonical	4	211.0	76	0	0	0	1	1	0	0	0	1	99.5	90.5		CLDN7	64.9	
CLDN10	canonical	4	228.0	74	0	0	0	1	1	0	0	0	1	99.6	93.9		CLDN15	66.2	
CLDN12	canonical	4	244.0	78	0	0	0	1	0	0	0	1	0		91.4				1.0
CLDN14	canonical	4	239.0	77	0	0	0	1	1	0	0	0	1	98.3	93.3		CLDN4	59.7	
CLDN15	canonical	4	228.0	71	0	0	0	1	1	0	0	1	1	97.4	77.6		CLDN10	59.5	1.0
CLDN17	canonical	4	224.0	76	0	0	0	1	0	0	0	0	1		81.7		CLDN8	65.8	
CLDN18	canonical	4	261.0	85	0	0	0	1	1	0	0	0	0	98.9	88.9		CLDN1	36.5	
CLDN2	canonical	4	230.0	77	0	0	0	1	1	1	0	0	1	99.1	91.3	2.0	CLDN14	55.8	
CLDN20	canonical	4	219.0	76	0	0	0	1	1	0	0	0	1	97.3	74.4		CLDN3	43.4	
CLDN22	canonical	4	220.0	76	0	0	0	0	1	0	0	1	1	94.5			CLDN24	100.0	2.0
CLDN23	canonical	4	292.0	82	0	0	0	1	1	0	0	0	0	90.4	80.5		CLDN1	29.3	
CLDN24	canonical	4	220.0	76	0	0	0	0	1	0	0	0	1	95.5			CLDN22	100.0	
CLDN25	canonical	4	229.0	75	0	0	0	1	0	0	0	0	1		77.7		CLDN22	61.8	
CLDN3	canonical	4	220.0	74	0	0	0	1	1	0	0	1	1	80.9	90.9		CLDN4	85.1	1.0
CLDN4	canonical	4	209.0	74	0	0	0	0	1	0	0	1	1	99.0			CLDN3	85.1	1.0
CLDN5	canonical	4	218.0	76	0	0	0	1	0	0	0	0	1		91.7		CLDN6	64.5	
CLDN6	canonical	4	220.0	74	0	0	0	1	0	0	0	1	1		87.7		CLDN9	97.3	1.0
CLDN7	canonical	4	211.0	77	0	0	0	1	1	0	1	0	1	97.2	91.9		CLDN1	66.2	
CLDN8	canonical	4	225.0	79	0	0	0	1	1	0	0	0	1	95.6	82.7		CLDN3	68.4	
CLDN9	canonical	4	217.0	74	0	0	0	1	0	0	0	1	1		97.2		CLDN6	97.3	1.0
CLDND1	canonical	4	253.0	129	0	0	0	1	1	0	1	0	0	99.6	91.7				
CLEC10A	canonical	1	316.0	259	0	0	1	0	1	1	0	0	1	86.5		2.0	ASGR1	54.1	
CLEC12A	canonical	1	265.0	203	0	0	1	0	1	1	1	1	0	85.3		2.0	CLEC1A	34.3	1.0
CLEC1A	canonical	1	280.0	210	0	0	1	1	1	1	0	1	0	90.0	67.1	2.0	CLEC12A	34.3	3.0
CLEC1B	canonical	1	229.0	176	0	0	1	1	1	0	1	1	0	93.4	63.8		CLEC12B	27.6	1.0
CLEC2B	canonical	0	149.0	120	1	1	1	0	1	0	0	0	1	89.9			CLEC2D	44.1	
CLEC2D	canonical	1	191.0	136	0	0	1	0	1	1	1	1	1	78.5		2.0	CLEC2B	44.9	2.0
CLEC4A	canonical	1	237.0	170	0	0	1	1	1	0	1	0	1	89.0	52.3		CLEC4C	52.9	
CLEC4E	canonical	1	219.0	179	0	0	1	1	1	0	0	0	0	89.0	65.3		CLEC4A	39.1	
CLEC5A	canonical	1	188.0	162	0	0	1	1	1	0	0	1	0	93.6	71.8		CD69	26.5	1.0
CLEC6A	canonical	1	209.0	168	0	0	1	1	1	1	1	0	1	88.0	68.9	2.0	CLEC4C	53.4	
CLEC7A	canonical	1	247.0	182	0	0	1	0	1	0	1	0	0	94.7			KLRK1	27.5	
CLMP	canonical	1	373.0	215	1	1	0	1	1	1	0	1	0	98.9	92.8	2.0	CXADR	34.9	2.0
CLSTN1	canonical	1	981.0	833	1	1	0	1	1	0	0	1	1	98.5	92.5		CLSTN2	55.2	3.0
CMKLR1	canonical	7	373.0	120	0	1	0	1	1	1	0	0	0	98.1	79.9	2.0	GPR33	27.5	
CMKLR2	canonical	7	355.0	102	0	1	0	1	1	0	0	0	0	97.7	80.0		OPRK1	23.4	
CMTM4	canonical	4	234.0	17	0	0	0	1	1	0	0	0	1	99.0	95.7		CMTM6	47.1	
CMTM6	canonical	4	183.0	17	0	0	0	1	1	0	0	0	1	83.1	83.1		CMTM4	47.1	
CMTM7	canonical	4	175.0	18	0	0	0	1	1	0	1	0	0	97.7	79.4		PLLP	20.0	
CMTM8	canonical	4	173.0	24	0	0	0	1	1	0	1	0	0	84.4	92.5		MAL2	20.6	
CNGA3	canonical	4	694.0	65	0	0	0	1	1	1	0	0	1	95.4	79.1	4.0	CNGA1	80.3	
CNNM3	canonical	3	707.0	121	1	1	0	1	0	1	0	0	0		87.4	2.0	CNNM1	22.3	
CNNM4	canonical	3	775.0	155	1	1	0	1	1	1	1	1	0	80.1	88.8	2.0	CNNM2	25.1	1.0
CNR1	canonical	7	472.0	158	0	1	0	1	1	0	0	0	0	100.0	97.0		MC3R	17.1	
CNR2	canonical	7	360.0	76	0	1	0	1	1	0	0	0	0	96.4	79.7		CNR1	14.6	
CNTFR	canonical	0	372.0	350	1	1	1	1	1	0	0	1	0	98.4	95.2		EBI3	19.7	2.0
CNTN1	canonical	0	1018.0	998	1	1	1	1	1	0	0	1	1	99.3	95.4		CNTN2	50.7	6.0
CNTN3	canonical	0	1028.0	1009	1	1	1	1	1	0	0	1	1	98.2	91.4		CNTN4	64.8	6.0
CNTN6	canonical	0	1028.0	1009	1	1	1	1	1	0	0	1	1	97.2	89.1		CNTN4	60.7	5.0
CNTNAP2	canonical	1	1331.0	1235	1	1	0	1	1	0	0	1	1	98.5	93.8		CNTNAP5	51.7	5.0
COL17A1	canonical	1	1497.0	1010	0	0	1	1	1	0	0	0	0	91.0	79.9		COL23A1	23.9	
COL23A1	canonical	1	540.0	484	0	0	1	1	1	0	1	0	1	57.2	89.4		COL7A1	10.2	
COL6A3	canonical	0	3177.0	3152	1	1	1	1	1	0	0	0	0	97.3	67.9		VWA1	6.8	
COLEC12	canonical	1	742.0	684	0	0	1	1	1	1	0	0	0	98.8	92.3	3.0	MARCO	21.5	
CORIN	canonical	1	1042.0	976	0	0	1	1	1	0	0	1	0	95.2	82.5				2.0
CPD	canonical	1	1380.0	1268	1	1	0	1	1	0	0	1	0	98.0	91.2		CPE	18.5	2.0
CPM	canonical	0	443.0	426	1	1	1	1	1	0	0	1	1	96.2	84.9		CPD	17.2	1.0
CR1	canonical	1	2039.0	1931	1	1	0	0	1	0	0	1	0	75.7			CR1L	24.4	23.0
CR2	canonical	1	1033.0	955	1	1	0	0	1	0	0	1	0	92.7			SUSD3	9.5	9.0
CRHR1	canonical	7	415.0	132	1	1	0	1	1	0	1	0	1	99.0	97.6		CRHR2	51.3	
CRHR2	canonical	7	411.0	150	0	1	0	1	1	0	0	0	1	91.5	86.6		CRHR1	54.0	
CRIM1	canonical	1	1036.0	905	1	1	0	1	1	0	0	1	0	99.4	89.2		FCGBP	7.6	9.0
CRIPTO	canonical	0	188.0	158	1	1	1	0	0	0	0	1	1				CRIPTO3	97.5	2.0
CRLF2	canonical	1	371.0	209	1	1	0	0	0	0	1	1	0				LEPR	9.1	1.0
CRTAM	canonical	1	393.0	272	1	1	0	1	1	1	0	1	0	94.4	71.5	2.0	SMAGP	6.2	2.0
CSF1R	canonical	1	972.0	500	1	1	0	1	1	0	1	1	0	87.3	75.1		ROS1	9.0	3.0
CSF2RA	canonical	1	400.0	305	1	1	0	0	1	0	1	1	0	88.8			IL3RA	32.1	1.0
CSF2RB	canonical	1	897.0	422	1	1	0	0	1	0	0	1	0	90.7			IL4R	16.1	3.0
CSF3R	canonical	1	836.0	603	1	1	0	1	1	0	1	1	0	93.7	62.6		EBI3	13.1	4.0
CSMD1	canonical	1	3564.0	3461	1	1	0	1	0	0	1	1	1		93.5		CSMD2	63.7	8.0
CSPG4	canonical	1	2322.0	2195	1	1	0	1	1	0	0	1	0	96.5	83.5				8.0
CTLA4	canonical	1	223.0	128	1	1	0	1	1	0	1	1	0	96.4	74.9		CD28	28.7	2.0
CUBN	canonical	0	3623.0	3600	1	1	1	1	1	0	0	0	0	94.3	69.9		NETO1	5.8	
CX3CL1	canonical	1	397.0	317	1	1	0	1	1	0	0	0	0	93.5	65.0		CCL8	9.5	
CX3CR1	canonical	7	355.0	87	0	1	0	1	1	0	0	0	0	96.3	82.5		CCR2	27.5	
CXADR	canonical	1	365.0	218	1	1	0	0	1	1	1	1	0	90.4		2.0	VSIG8	33.5	3.0
CXCL12	canonical	0	93.0	72	1	1	1	1	1	1	0	0	0	96.6	93.3	2.0			
CXCL16	canonical	1	254.0	176	1	1	0	0	1	0	0	0	0	81.1					
CXCR1	canonical	7	350.0	101	0	1	0	1	1	0	0	0	1	91.4	64.0		CXCR2	54.5	
CXCR2	canonical	7	360.0	110	0	1	0	1	1	0	0	0	1	90.0	70.8		CXCR1	54.5	
CXCR3	canonical	7	368.0	112	0	1	0	1	1	0	1	0	0	99.2	85.6		CCR4	31.2	
CXCR4	canonical	7	352.0	94	0	1	0	1	1	0	0	0	0	97.2	91.2		CXCR2	29.1	
CXCR5	canonical	7	372.0	113	0	1	0	1	1	0	0	0	0	97.0	83.3		CXCR1	31.0	
CXCR6	canonical	7	342.0	75	0	1	0	1	1	0	0	0	0	94.7	74.6		CCR6	18.8	
CYBB	canonical	6	570.0	115	0	0	0	1	1	0	0	0	1	96.7	93.2		NOX3	43.5	
CYBRD1	canonical	6	286.0	46	0	0	0	1	1	1	1	0	1	94.1	75.2	2.0	CYB561A3	42.0	
CYSLTR1	canonical	7	337.0	82	0	1	0	1	1	0	0	0	0	97.3	87.5		P2RY10	25.9	
CYSLTR2	canonical	7	346.0	122	0	1	0	0	1	1	0	0	0	86.4		2.0	LPAR6	23.8	
DAG1	canonical	1	895.0	725	1	1	0	1	1	0	0	1	0	97.4	93.2				3.0
DAGLA	canonical	4	1042.0	30	0	0	0	1	1	0	0	1	0	99.5	97.5		DAGLB	23.3	1.0
DCBLD1	canonical	1	715.0	424	1	1	0	1	1	0	0	1	0	96.9	54.5		RS1	17.5	1.0
DCBLD2	canonical	1	775.0	471	1	1	0	1	1	0	0	1	0	87.1	84.1		CUBN	4.6	3.0
DCC	canonical	1	1447.0	1068	1	1	0	1	1	0	0	1	1	99.3	96.5		NEO1	54.9	5.0
DCHS1	canonical	1	3298.0	2895	1	1	0	1	1	0	0	1	0	86.6	92.5		CDH15	9.9	12.0
DCHS2	canonical	1	3371.0	2935	1	1	0	1	0	0	1	1	0		74.1		CDH20	10.3	13.0
DCSTAMP	canonical	6	470.0	162	0	0	0	1	1	1	1	1	0	95.3	74.3	2.0	DCST2	14.7	1.0
DDR1	canonical	1	913.0	397	1	1	0	1	1	0	1	1	1	99.2	93.6		DDR2	50.1	2.0
DDR2	canonical	1	855.0	376	1	1	0	1	1	0	0	0	1	99.3	95.9		DDR1	49.9	
DIP2A	canonical	0	1571.0	0	0	0	0	1	1	0	0	0	0	98.8	93.1				
DISP1	canonical	12	1524.0	573	0	0	0	1	1	0	0	0	1	97.4	84.1		DISP2	44.3	
DLK1	canonical	1	383.0	283	1	1	0	1	1	0	0	1	0	96.3	85.6		PEAR1	15.5	2.0
DLL1	canonical	1	723.0	524	1	1	0	1	1	0	1	1	1	92.5	88.5		DLL4	54.4	3.0
DLL4	canonical	1	685.0	505	1	1	0	1	1	0	0	1	1	99.0	86.4		DLL1	54.8	6.0
DMBT1	canonical	0	2413.0	2394	1	1	1	0	1	0	0	0	0	52.3			LGALS3BP	9.9	
DPEP1	canonical	0	411.0	395	1	1	1	1	1	1	0	1	1	85.6	72.3	2.0	DPEP2	42.5	1.0
DPP10	canonical	1	796.0	741	0	0	1	1	1	1	1	1	1	97.2	87.6	2.0	DPP6	51.4	1.0
DPP4	canonical	1	766.0	739	0	0	1	1	1	1	0	1	1	98.0	84.5	2.0	FAP	52.5	2.0
DRD1	canonical	7	446.0	89	0	1	0	1	1	0	0	1	0	99.8	91.0		DRD5	32.0	1.0
DRD2	canonical	7	443.0	74	0	1	0	1	1	0	0	0	0	99.3	95.7		ADRA2B	25.7	
DRD3	canonical	7	400.0	77	0	1	0	1	1	0	0	0	0	98.2	90.2		DRD4	33.7	
DRD4	canonical	7	419.0	83	0	1	0	1	0	0	0	0	0		72.8		DRD3	32.5	
DRD5	canonical	7	477.0	122	0	1	0	1	1	0	0	0	0	91.6	82.8		DRD1	30.3	
DSC2	canonical	1	901.0	665	1	1	0	1	1	0	0	1	1	90.1	75.7		DSC3	63.6	3.0
DSCAM	canonical	1	2012.0	1578	1	1	0	1	1	0	1	1	1	99.7	98.4		DSCAML1	63.8	11.0
DSG1	canonical	1	1049.0	527	1	1	0	0	1	0	1	1	1	91.3			DSG4	48.5	3.0
DSG2	canonical	1	1118.0	591	1	1	0	1	1	0	0	1	1	96.1	76.8		DSG1	39.6	4.0
DUOX1	canonical	7	1551.0	623	1	1	0	1	1	0	0	0	1	94.4	91.0		DUOX2	80.4	
DUOX2	canonical	7	1548.0	626	1	1	0	1	1	0	0	1	1	96.6	84.9		DUOX1	80.5	1.0
DYNAP	canonical	1	184.0	76	0	0	1	0	1	0	0	0	0	61.4					
EBAG9	canonical	0	213.0	0	0	0	0	1	1	0	0	0	0	99.1	97.7				
ECE1	canonical	1	770.0	681	0	0	1	1	1	1	0	1	1	98.2	93.8	2.0	ECE2	65.7	3.0
ECRG4	canonical	0	148.0	117	1	1	1	1	1	0	0	0	0	98.6	83.8				
EDA2R	canonical	1	297.0	139	0	1	0	1	1	0	0	1	1	93.3	80.1		TNFRSF19	49.6	1.0
EDIL3	canonical	0	480.0	457	1	1	1	1	1	0	0	0	1	90.2	95.6		MFGE8	44.6	
EDNRA	canonical	7	427.0	116	1	1	0	1	1	0	1	0	0	99.1	92.3		EDNRB	34.4	
EDNRB	canonical	7	442.0	125	1	1	0	1	1	0	1	0	0	98.2	88.9		EDNRA	32.8	
EFNA1	canonical	0	205.0	187	1	1	1	1	0	0	0	1	1		85.9		EFNA5	42.3	1.0
EFNA3	canonical	0	238.0	214	1	1	1	1	1	0	0	1	1	100.0	93.3		EFNA2	43.5	3.0
EFNA4	canonical	0	201.0	178	1	1	1	1	1	0	0	1	1	98.0	84.1		EFNA2	44.4	2.0
EFNA5	canonical	0	228.0	208	1	1	1	1	1	0	0	1	1	99.6	99.1		EFNA2	49.5	1.0
EFNB1	canonical	1	346.0	212	1	1	0	1	1	0	0	1	1	91.0	95.7		EFNB2	50.0	1.0
EFNB2	canonical	1	333.0	201	1	1	0	1	1	0	0	1	1	99.1	96.7		EFNB1	50.0	2.0
EFNB3	canonical	1	340.0	200	1	1	0	1	1	0	0	1	1	99.1	95.6		EFNB1	42.0	3.0
EGFR	canonical	1	1210.0	621	1	1	0	1	1	0	1	1	1	99.3	90.5		ERBB4	48.5	5.0
EMB	canonical	1	327.0	230	1	1	0	1	1	0	0	1	0	93.3	64.5		BSG	22.8	2.0
EMP1	canonical	4	157.0	57	0	0	0	1	0	0	1	0	0		77.1		EMP2	34.4	
EMP2	canonical	4	167.0	64	0	0	0	1	0	0	0	1	0		77.8		EMP1	32.8	1.0
EMP3	canonical	4	163.0	56	0	0	0	1	1	1	0	0	0	73.6	92.0	2.0	EMP2	31.2	
ENG	canonical	1	658.0	567	1	1	0	1	1	0	0	1	0	87.4	71.6		TGFBR3L	13.9	3.0
ENOX1	canonical	0	643.0	0	0	0	0	1	1	1	0	0	0	99.8	97.7	2.0			
ENOX2	canonical	0	610.0	0	0	0	0	1	1	1	0	0	0	99.3	94.5	2.0			
ENPEP	canonical	1	957.0	918	0	0	1	1	1	0	0	1	0	97.6	77.2		ANPEP	36.3	2.0
ENPP1	canonical	1	925.0	828	0	0	1	1	1	0	0	1	1	98.2	78.5		ENPP3	54.3	2.0
ENPP3	canonical	1	875.0	831	0	0	1	1	1	0	0	0	1	96.7	80.8		ENPP1	54.3	
ENPP4	canonical	1	453.0	389	1	1	0	1	1	0	0	1	1	97.6	82.3		ENPP5	50.4	1.0
ENPP5	canonical	1	477.0	409	1	1	0	1	1	0	0	1	1	96.0	81.8		ENPP4	50.1	2.0
ENTPD1	canonical	2	510.0	440	0	0	0	1	0	0	1	1	1		75.5		ENTPD8	46.1	1.0
ENTPD2	canonical	1	495.0	436	1	1	0	1	1	1	0	0	1	96.8	83.4	2.0	ENTPD8	45.7	
ENTPD3	canonical	2	529.0	446	0	0	0	1	1	0	1	1	1	97.9	81.3		ENTPD2	42.6	1.0
ENTPD8	canonical	2	495.0	438	0	0	0	1	1	1	0	0	1	94.3	74.3	2.0	ENTPD1	46.1	
EPCAM	canonical	1	314.0	244	1	1	0	1	1	0	0	1	1	80.3	81.5		TACSTD2	49.2	1.0
EPGN	canonical	1	154.0	90	1	1	0	1	1	0	1	0	0	98.1	77.3		HBEGF	24.6	
EPHA1	canonical	1	976.0	522	1	1	0	1	1	0	1	1	1	96.5	88.2		LMTK2	30.5	4.0
EPHA10	canonical	1	1008.0	532	1	1	0	1	0	0	1	1	1		92.7		EPHA7	55.8	4.0
EPHA2	canonical	1	976.0	517	1	1	0	1	1	0	1	1	1	97.5	92.9		EPHA1	47.5	4.0
EPHA3	canonical	1	983.0	521	1	1	0	1	1	0	1	1	1	98.9	96.5		EPHA5	65.1	4.0
EPHA4	canonical	1	986.0	529	1	1	0	1	1	0	0	1	1	99.9	98.6		EPHA5	61.2	2.0
EPHA5	canonical	1	1037.0	518	1	1	0	1	1	0	0	1	1	99.3	96.3		EPHA3	64.9	5.0
EPHA6	canonical	1	1036.0	531	1	1	0	1	1	0	0	1	1	99.2	95.2		EPHA3	63.1	1.0
EPHA7	canonical	1	998.0	530	1	1	0	1	1	0	1	1	1	99.9	98.1		EPHA5	60.4	5.0
EPHA8	canonical	1	1005.0	514	1	1	0	1	1	0	1	1	1	75.0	95.1		EPHA3	58.5	4.0
EPHB2	canonical	1	1055.0	524	1	1	0	1	1	0	0	1	1	99.9	99.5		EPHB1	68.7	4.0
EPHB3	canonical	1	998.0	521	1	1	0	1	1	0	0	1	1	99.6	96.4		LMTK2	25.1	3.0
EPHB4	canonical	1	987.0	525	1	1	0	1	1	0	1	1	1	99.4	92.9		EPHB3	45.7	3.0
EPHB6	canonical	1	1021.0	568	1	1	0	1	0	0	1	1	1		91.9		LMTK2	25.5	2.0
EPOR	canonical	1	508.0	225	1	1	0	1	1	0	1	1	0	96.7	81.7		CSF2RB	17.3	2.0
ERBB2	canonical	1	1255.0	632	1	1	0	1	1	0	1	1	1	97.0	87.6		ERBB3	44.0	3.0
ERBB3	canonical	1	1342.0	624	1	1	0	1	1	0	1	1	1	98.8	90.7		ERBB4	59.7	3.0
ERBB4	canonical	1	1308.0	626	1	1	0	1	1	0	0	1	1	99.6	97.3		ERBB3	59.4	1.0
ERV3-1	canonical	0	604.0	582	1	1	1	0	0	1	0	0	0			2.0	ERVW-1	21.3	
ESAM	canonical	1	390.0	219	1	1	0	1	1	0	0	1	0	95.9	72.8		GPA33	33.8	3.0
EVI2B	canonical	1	448.0	181	1	1	0	1	1	0	0	0	0	91.5	57.6				
